adc_mq135,adc_mq136,adc_mq137,adc_mq138,adc_mq2,adc_mq3,adc_tgs822,adc_tgs2620,status
22547,3236,18180,17902,8083,23455,21157,22235,preheat
22540,3237,18175,17911,8087,23477,21160,22253,preheat
22566,3263,18191,17933,8099,23480,21147,22226,preheat
22576,3233,18199,17907,8094,23449,21145,22245,preheat
22561,3233,18183,17914,8086,23440,21161,22243,preheat
22573,3238,18219,17934,8106,23479,21163,22254,preheat
22525,3238,18198,17925,8085,23430,21168,22245,preheat
22552,3241,18188,17926,8085,23458,21139,22226,preheat
22529,3254,18202,17937,8086,23449,21156,22239,preheat
22551,3232,18165,17896,8072,23436,21137,22213,preheat
22520,3247,18165,17884,8077,23468,21130,22233,preheat
22537,3250,18152,17888,7935,23413,21150,22240,preheat
22590,3253,18206,17924,8083,23486,21146,22245,preheat
22538,3237,18171,17906,8072,23413,21131,22231,preheat
22515,3236,18198,17892,8068,23435,20985,22197,preheat
22540,3236,18185,17915,8078,23434,21126,22202,preheat
22541,3246,18180,17913,8064,23457,21141,22221,preheat
22545,3245,18167,17893,8064,23460,21128,22228,preheat
22551,3244,18155,17910,8069,23439,20987,22208,preheat
22518,3236,18168,17884,8064,23445,20978,22217,preheat
22534,3228,18155,17905,7933,23418,21127,22208,preheat
22552,3266,18204,17917,8071,23442,21131,22237,preheat
22517,3248,18174,17896,8072,23412,21131,22214,preheat
22537,3248,18177,17890,7930,23444,20979,22207,preheat
22512,3231,18173,17868,7933,23447,21128,22204,preheat
22548,3246,18154,17885,7933,23449,20971,22197,preheat
22516,3229,18155,17891,7930,23450,20985,22213,preheat
22540,3275,18140,17858,7926,23432,20983,22218,preheat
22513,3239,18179,17879,8068,23480,20986,22243,preheat
22536,3233,18141,17878,7928,23437,20980,22202,preheat
22540,3274,18172,17903,7935,23414,20972,22199,preheat
22497,3240,18163,17882,7930,23401,20969,22213,preheat
22541,3226,18164,17888,7926,23421,20974,22187,preheat
22521,3260,18155,17870,7932,23443,20987,22217,preheat
22566,3232,18136,17868,7919,23462,20979,22188,preheat
22534,3252,18143,17867,7923,23449,20962,22203,preheat
22530,3253,18126,17853,7914,23415,20979,22196,preheat
22564,3232,18180,17888,8071,23494,20985,22225,preheat
22527,3265,18154,17878,7926,23420,20983,22204,preheat
22538,3265,18161,17886,7917,23442,20962,22197,preheat
22488,3231,18144,17870,7925,23428,20959,22195,preheat
22529,3235,18155,17863,7918,23435,20951,22182,preheat
22498,3242,18132,17844,7920,23439,20954,22195,preheat
22547,3265,18127,17850,7913,23443,20970,22203,preheat
22545,3236,18126,17831,7909,23442,20954,22213,preheat
22526,3248,18094,17859,7909,23427,20945,22190,preheat
22495,3234,18139,17859,7915,23431,20944,22180,preheat
22498,3234,18131,17863,7921,23402,20945,22202,preheat
22510,3232,18148,17871,7911,23444,20954,22187,preheat
22517,3241,18148,17878,7924,23439,20957,22172,preheat
22534,3240,18128,17854,7913,23448,20950,22201,preheat
22493,3255,18149,17830,7905,23440,20940,22173,preheat
22538,3235,18111,17838,7907,23422,20946,22179,preheat
22537,3231,18136,17859,7904,23455,20945,22197,preheat
22519,3233,18119,17856,7905,23407,20952,22183,preheat
22498,3252,18139,17855,7912,23443,20940,22182,preheat
22483,3236,18132,17829,7901,23424,20936,22169,preheat
22519,3240,18119,17873,7907,23451,20944,22170,preheat
22499,3253,18106,17827,7902,23442,20936,22187,preheat
22520,3232,18116,17866,7915,23430,20936,22177,preheat
22510,3252,18134,17836,7912,23422,20926,22194,preheat
22524,3246,18137,17873,7920,23456,20966,22214,preheat
22501,3256,18131,17864,7901,23433,20918,22173,preheat
22501,3235,18116,17838,7905,23442,20942,22175,preheat
22506,3270,18109,17821,7906,23444,20916,22167,preheat
22517,3234,18122,17803,7902,23410,20906,22165,preheat
22530,3247,18100,17848,7890,23461,20923,22171,preheat
22481,3268,18110,17849,7909,23389,20919,22172,preheat
22501,3229,18131,17842,7896,23412,20923,22173,preheat
22503,3269,18126,17829,7891,23461,20910,22155,preheat
22511,3238,18105,17833,7889,23444,20933,22171,preheat
22544,3240,18091,17822,7892,23462,20934,22189,preheat
22537,3230,18127,17833,7898,23419,20901,22173,preheat
22512,3238,18116,17830,7892,23430,20916,22169,preheat
22499,3236,18123,17826,7903,23442,20916,22165,preheat
22496,3249,18124,17842,7891,23425,20927,22153,preheat
22527,3255,18102,17837,7889,23461,20925,22163,preheat
22529,3247,18107,17832,7903,23435,20925,22191,preheat
22510,3224,18106,17830,7892,23458,20905,22154,preheat
22526,3242,18102,17812,7893,23428,20898,22169,preheat
22502,3232,18107,17864,7891,23426,20930,22163,preheat
22511,3228,18109,17836,7889,23423,20906,22158,preheat
22510,3245,18115,17830,7894,23426,20907,22169,preheat
22508,3252,18099,17803,7885,23471,20893,22014,preheat
22535,3233,18091,17790,7880,23437,20893,22159,preheat
22493,3243,18098,17844,7881,23419,20905,22155,preheat
22526,3235,18104,17807,7890,23417,20894,22167,preheat
22500,3233,18108,17835,7899,23452,20908,22167,preheat
22484,3238,18095,17813,7873,23453,20888,22144,preheat
22490,3243,18098,17833,7884,23431,20883,22154,preheat
22527,3225,18086,17793,7875,23429,20903,22146,preheat
22517,3240,18080,17793,7884,23451,20888,22152,preheat
22513,3230,18089,17799,7876,23438,20884,22152,preheat
22513,3244,18089,17805,7885,23422,20880,22155,preheat
22494,3239,18086,17821,7873,23380,20877,22159,preheat
22534,3233,18120,17830,7888,23449,20918,22164,preheat
22504,3240,18083,17806,7883,23474,20889,22014,preheat
22548,3227,18095,17802,7871,23438,20880,22013,preheat
22507,3270,18087,17786,7872,23441,20872,22145,preheat
22506,3245,18097,17826,7874,23421,20887,22171,preheat
22497,3264,18118,17787,7882,23427,20881,22163,preheat
22484,3222,18086,17792,7873,23412,20877,21995,preheat
22504,3234,18102,17819,7865,23438,20874,22003,preheat
22506,3242,18081,17802,7880,23404,20892,22145,preheat
22526,3240,18087,17804,7873,23450,20880,22149,preheat
22508,3227,18078,17766,7865,23469,20879,22012,preheat
22506,3250,18086,17796,7862,23427,20991,22006,preheat
22493,3264,18084,17772,7866,23395,20873,22145,preheat
22498,3257,18088,17799,7870,23411,20991,22151,preheat
22493,3235,18083,17779,7860,23429,20973,21992,preheat
22495,3237,18082,17807,7860,23447,20864,22145,preheat
22511,3250,18080,17803,7882,23488,20903,22160,preheat
22508,3231,18073,17765,7867,23448,20864,22006,preheat
22485,3236,18058,17775,7860,23437,20975,21982,preheat
22486,3247,18077,17775,7869,23419,20866,22003,preheat
22503,3263,18064,17804,7854,23414,20974,22009,preheat
22473,3249,18069,17804,7874,23417,20989,22002,preheat
22471,3236,18079,17770,7857,23435,20869,21988,preheat
22498,3238,18060,17762,7860,23449,20978,21988,preheat
22504,3216,18073,17769,7856,23428,20985,21998,preheat
22493,3220,18033,17784,7851,23421,20968,21984,preheat
22478,3232,18079,17784,7866,23438,20973,22160,preheat
22481,3267,18078,17777,7860,23413,20972,21990,preheat
22499,3238,18066,17781,7854,23442,20966,21980,preheat
22508,3246,18090,17794,7865,23437,20990,22000,preheat
22520,3249,18058,17764,7855,23454,20968,21992,preheat
22506,3234,18076,17753,7858,23450,20947,22004,preheat
22495,3227,18053,17779,7852,23454,20990,21980,preheat
22513,3253,18098,17774,7850,23424,20974,22012,preheat
22476,3245,18059,17758,7860,23380,20971,21983,preheat
22503,3231,18062,17765,7854,23457,20964,21993,preheat
22500,3235,18077,17766,7848,23433,20957,21987,preheat
22495,3235,18042,17760,7844,23429,20967,21962,preheat
22511,3273,18063,17775,7845,23414,20949,21994,preheat
22486,3230,18045,17756,7854,23419,20962,21991,preheat
22463,3252,18061,17771,7861,23451,20944,21967,preheat
22462,3241,18057,17764,7836,23405,20963,21988,preheat
22485,3235,18052,17745,7841,23434,20968,21987,preheat
22483,3247,18027,17734,7837,23419,20938,21976,preheat
22480,3236,18047,17755,7835,23427,20934,21976,preheat
22465,3237,18043,17737,7843,23405,20927,21981,preheat
22494,3245,18074,17774,7839,23390,20943,21969,preheat
22497,3265,18066,17763,7840,23447,20959,21974,preheat
22496,3261,18046,17760,7848,23427,20959,21987,preheat
22495,3266,18048,17740,7844,23483,20962,21977,preheat
22495,3240,18051,17739,7844,23417,20927,21959,preheat
22491,3253,18055,17769,7833,23435,20943,21982,preheat
22475,3241,18029,17748,7841,23409,20939,21985,preheat
22457,3231,18051,17763,7846,23430,20938,21971,preheat
22456,3232,18044,17727,7828,23452,20926,21955,preheat
22504,3250,18036,17745,7838,23430,20927,21973,preheat
22483,3252,18031,17752,7836,23417,20936,21975,preheat
22494,3270,18041,17745,7839,23418,20927,21981,preheat
22452,3225,18054,17745,7831,23422,20918,21950,preheat
22489,3220,18032,17743,7823,23420,20932,21947,preheat
22490,3245,18034,17721,7833,23425,20912,21960,preheat
22466,3254,18018,17729,7824,23392,20932,21958,preheat
22480,3234,18051,17758,7835,23433,20920,21953,preheat
22451,3233,18023,17723,7822,23405,20922,21952,preheat
22510,3260,18023,17725,7824,23432,20914,21945,preheat
22464,3228,18014,17733,7837,23381,20895,21961,preheat
22447,3253,18047,17737,7824,23382,20920,21950,preheat
22453,3261,18020,17706,7819,23447,20896,21944,preheat
22463,3232,18011,17709,7817,23441,20924,21959,preheat
22488,3253,17997,17721,7818,23418,20903,21953,preheat
22468,3246,18029,17742,7830,23407,20915,21950,preheat
22439,3232,18025,17715,7817,23425,20913,21945,preheat
22480,3253,17998,17694,7816,23415,20900,21945,preheat
22475,3234,18027,17723,7813,23410,20916,21962,preheat
22455,3247,18006,17727,7820,23396,20913,21970,preheat
22473,3259,18020,17735,7819,23439,20908,21958,preheat
22472,3233,18023,17705,7811,23442,20896,21941,preheat
22477,3239,18012,17738,7811,23416,20902,21943,preheat
22442,3246,18008,17728,7815,23404,20899,21932,preheat
22467,3241,18012,17711,7816,23421,20889,21942,preheat
22468,3240,18011,17712,7808,23422,20888,21932,preheat
22471,3235,18006,17721,7812,23414,20901,21946,preheat
22446,3240,18013,17707,7934,23403,20895,21940,preheat
22487,3238,18013,17706,7813,23427,20898,21935,preheat
22466,3232,17998,17679,7817,23419,20865,21930,preheat
22466,3236,18024,17742,7934,23388,20882,21936,preheat
22459,3237,18003,17712,7928,23417,20900,21930,preheat
22457,3227,17981,17692,7817,23411,20877,21943,preheat
22432,3234,17994,17692,7929,23423,20878,21929,preheat
22436,3242,17998,17704,7930,23416,20869,21919,preheat
22454,3236,18017,17716,7929,23410,20894,21940,preheat
22462,3233,17974,17685,7926,23379,20868,21912,preheat
22438,3231,18010,17700,7931,23406,20868,21925,preheat
22448,3236,18003,17674,7928,23418,20891,21929,preheat
22463,3240,17987,17700,7927,23407,20885,21928,preheat
22462,3257,17989,17681,7924,23394,20864,21931,preheat
22444,3260,18011,17706,7927,23395,20727,21923,preheat
22431,3236,17985,17678,7922,23408,20733,21928,preheat
22466,3261,17984,17691,7925,23420,20730,21914,preheat
22438,3230,17986,17684,7922,23392,20866,21935,preheat
22439,3238,18002,17683,7919,23404,20730,21906,preheat
22441,3261,17985,17658,7921,23411,20721,21912,preheat
22442,3236,17959,17688,7914,23397,20722,21911,preheat
22465,3233,18011,17730,7930,23408,20865,21914,preheat
22444,3232,17984,17693,7926,23403,20866,21927,preheat
22458,3243,17966,17676,7910,23401,20866,21919,preheat
22430,3268,17988,17662,7918,23415,20718,21912,preheat
22444,3239,17997,17692,7916,23396,20731,21916,preheat
22460,3249,17966,17677,7910,23415,20713,21896,preheat
22421,3233,17970,17668,7913,23401,20867,21934,preheat
22455,3234,17984,17669,7915,23416,20730,21895,preheat
22443,3235,17976,17647,7912,23405,20699,21905,preheat
22426,3236,17988,17686,7913,23395,20725,21924,preheat
22444,3247,17981,17677,7916,23400,20711,21892,preheat
22406,3227,17974,17672,7907,23366,20714,21910,preheat
22432,3235,17980,17641,7906,23410,20717,21895,preheat
22446,3246,17945,17655,7906,23401,20703,21894,preheat
22439,3254,17967,17673,7903,23403,20707,21893,preheat
22432,3243,17952,17664,7907,23376,20691,21906,preheat
22431,3235,17980,17686,7913,23367,20691,21902,preheat
22453,3232,17996,17671,7907,23436,20698,22009,preheat
22456,3250,17946,17650,7906,23406,20699,22007,preheat
22450,3262,17942,17645,7898,23403,20701,22010,preheat
22428,3234,17945,17662,7913,23383,20682,22007,preheat
22449,3260,18011,17708,7918,23419,20703,21903,preheat
22405,3242,17960,17659,7898,23392,20682,22001,preheat
22423,3232,17971,17668,7899,23384,20692,22005,preheat
22424,3243,17938,17652,7897,23397,20695,22010,preheat
22466,3252,17958,17639,7901,23395,20673,21906,preheat
22451,3270,17980,17675,7909,23419,20703,21908,preheat
22418,3273,17971,17674,7896,23409,20695,22009,preheat
22443,3242,17953,17657,7893,23393,20695,22002,preheat
22442,3264,17944,17656,7897,23411,20710,22011,preheat
22479,3241,17962,17628,7895,23390,20660,22005,preheat
22415,3237,17944,17625,7888,23381,20699,22007,preheat
22449,3275,17951,17651,7888,23392,20686,22006,preheat
22402,3234,17967,17676,7900,23367,20684,22010,preheat
22435,3272,17961,17674,7901,23439,20708,21910,preheat
22433,3246,17967,17631,7893,23409,20673,21896,preheat
22423,3232,17941,17652,7890,23403,20656,21999,preheat
22431,3251,17941,17628,7892,23410,20693,22010,preheat
22442,3232,17939,17666,7894,23371,20679,21903,preheat
22434,3233,17966,17651,7885,23374,20670,21995,preheat
22423,3269,17968,17645,7890,23411,20667,21991,preheat
22456,3228,17951,17631,7882,23397,20665,22005,preheat
22443,3252,17933,17649,7899,23424,20664,21995,preheat
22412,3253,17921,17636,7886,23368,20684,21891,preheat
22402,3239,17941,17641,7881,23392,20684,21987,preheat
22400,3248,17935,17623,7896,23403,20664,22000,preheat
22454,3235,17936,17614,7877,23397,20658,22004,preheat
22472,3227,17954,17644,7894,23448,20689,21903,preheat
22443,3225,17945,17655,7880,23391,20663,22000,preheat
22425,3269,17940,17637,7879,23361,20666,21998,preheat
22411,3271,17944,17634,7881,23422,20656,22006,preheat
22459,3241,17981,17656,7898,23441,20695,21907,preheat
22474,3265,17961,17654,7890,23457,20683,22013,preheat
22422,3244,17920,17631,7883,23384,20653,21990,preheat
22411,3226,17929,17610,7885,23358,20647,21990,preheat
22390,3230,17941,17617,7875,23379,20638,21988,preheat
22433,3251,17925,17615,7865,23400,20660,21981,preheat
22401,3236,17923,17616,7872,23404,20646,21977,preheat
22414,3228,17914,17609,7871,23387,20661,21970,preheat
22409,3244,17915,17622,7871,23383,20662,21909,preheat
22453,3237,17948,17653,7880,23396,20641,21989,preheat
22373,3243,17927,17603,7867,23385,20624,21967,preheat
22413,3264,17924,17634,7861,23374,20643,21974,preheat
22425,3232,17932,17632,7874,23397,20642,21968,preheat
22407,3240,17897,17587,7863,23367,20636,21983,preheat
22423,3232,17909,17639,7876,23391,20610,21963,preheat
22384,3236,17917,17612,7861,23373,20620,21969,preheat
22393,3240,17943,17641,7873,23406,20660,21996,preheat
22419,3234,17924,17629,7866,23385,20632,21967,preheat
22403,3257,17901,17607,7863,23362,20633,21996,preheat
22427,3226,17897,17592,7863,23423,20621,21972,preheat
22389,3227,17909,17579,7861,23369,20732,21960,preheat
22418,3236,17897,17603,7858,23385,20635,21964,preheat
22432,3269,17935,17623,7857,23372,20625,21983,preheat
22377,3260,17896,17605,7850,23367,20653,21962,preheat
22422,3234,17909,17598,7856,23409,20636,21978,preheat
22391,3233,17896,17576,7857,23409,20729,21967,preheat
22424,3227,17882,17601,7849,23418,20622,21956,preheat
22415,3237,17935,17615,7877,23417,20632,21984,preheat
22387,3234,17885,17612,7852,23349,20622,21977,preheat
22421,3243,17918,17606,7849,23400,20720,21944,preheat
22373,3263,17899,17592,7850,23368,20611,21971,preheat
22408,3262,17911,17597,7848,23392,20638,21971,preheat
22459,3270,17907,17579,7852,23389,20730,21967,preheat
22407,3236,17898,17611,7858,23382,20623,21977,preheat
22417,3254,17925,17595,7866,23376,20723,21952,preheat
22366,3240,17940,17596,7855,23371,20723,21962,preheat
22407,3239,17887,17585,7850,23428,20647,21967,preheat
22427,3224,17888,17573,7846,23401,20725,21956,preheat
22411,3251,17900,17616,7843,23365,20619,21959,preheat
22415,3234,17923,17592,7849,23375,20712,21979,preheat
22371,3236,17910,17580,7848,23361,20714,21958,preheat
22406,3243,17895,17591,7841,23389,20626,21949,preheat
22432,3240,17928,17622,7859,23436,20633,21972,preheat
22414,3236,17869,17578,7842,23379,20728,21948,preheat
22427,3270,17888,17580,7839,23391,20714,21945,preheat
22381,3236,17902,17584,7847,23387,20715,21967,preheat
22405,3233,17895,17583,7842,23372,20718,21952,preheat
22390,3232,17898,17595,7842,23378,20721,21946,preheat
22424,3234,17917,17597,7849,23395,20621,21975,preheat
22425,3244,17880,17576,7849,23398,20716,21950,preheat
22401,3234,17877,17578,7840,23398,20702,21951,preheat
22419,3249,17884,17571,7838,23369,20712,21942,preheat
22392,3240,17887,17614,7838,23374,20732,21970,preheat
22410,3236,17905,17575,7832,23377,20722,21942,preheat
22406,3242,17873,17573,7847,23382,20731,21938,preheat
22394,3234,17885,17569,7833,23418,20697,21944,preheat
22398,3234,17866,17539,7833,23391,20709,21956,preheat
22395,3242,17862,17586,7841,23409,20615,21967,preheat
22400,3264,17902,17599,7840,23383,20717,21967,preheat
22393,3231,17883,17570,7845,23355,20697,21922,preheat
22401,3270,17893,17570,7830,23408,20694,21954,preheat
22368,3243,17879,17551,7835,23426,20702,21943,preheat
22428,3262,17866,17571,7828,23387,20698,21925,preheat
22410,3241,17880,17581,7824,23385,20697,21960,preheat
22402,3251,17859,17570,7835,23377,20701,21947,preheat
22387,3244,17882,17584,7827,23371,20677,21931,preheat
22367,3263,17906,17585,7838,23430,20731,21957,preheat
22435,3266,17870,17569,7833,23402,20694,21927,preheat
22399,3232,17882,17564,7830,23382,20694,21952,preheat
22412,3238,17863,17554,7825,23360,20694,21931,preheat
22391,3243,17875,17586,7827,23367,20681,21940,preheat
22380,3253,17889,17547,7823,23375,20686,21914,preheat
22366,3262,17885,17571,7839,23402,20673,21906,preheat
22413,3234,17879,17546,7821,23390,20686,21925,preheat
22386,3224,17849,17570,7817,23376,20688,21921,preheat
22389,3242,17867,17559,7817,23354,20685,21957,preheat
22369,3244,17873,17559,7822,23375,20679,21942,preheat
22361,3264,17853,17544,7822,23381,20670,21928,preheat
22385,3226,17859,17555,7812,23353,20673,21918,preheat
22392,3234,17852,17515,7812,23390,20702,21933,preheat
22405,3244,17861,17558,7831,23410,20680,21951,preheat
22419,3261,17875,17559,7819,23402,20700,21946,preheat
22378,3230,17892,17592,7838,23391,20672,21940,preheat
22368,3233,17871,17560,7812,23361,20688,21939,preheat
22418,3231,17870,17548,7808,23405,20682,21936,preheat
22383,3243,17850,17539,7678,23389,20680,21927,preheat
22402,3242,17835,17540,7809,23367,20666,21925,preheat
22401,3261,17893,17538,7815,23397,20646,21920,preheat
22392,3228,17867,17544,7812,23396,20692,21947,preheat
22392,3241,17872,17559,7809,23376,20676,21914,preheat
22359,3235,17863,17561,7812,23377,20665,21908,preheat
22384,3263,17855,17552,7678,23385,20665,21916,preheat
22388,3249,17836,17528,7678,23401,20691,21942,preheat
22387,3232,17845,17532,7676,23394,20647,21906,preheat
22396,3265,17847,17539,7812,23413,20661,21917,preheat
22384,3247,17845,17552,7679,23364,20668,21907,preheat
22372,3245,17861,17540,7809,23381,20661,21924,preheat
22377,3242,17850,17541,7818,23373,20663,21925,preheat
22378,3257,17859,17546,7677,23416,20644,21914,preheat
22365,3241,17864,17544,7679,23403,20657,21916,preheat
22399,3237,17826,17537,7671,23371,20650,21903,preheat
22379,3231,17853,17538,7670,23375,20645,21926,preheat
22397,3233,17809,17541,7670,23377,20669,21934,preheat
22411,3253,17868,17570,7816,23374,20654,21929,preheat
22386,3240,17889,17561,7815,23411,20670,21910,preheat
22403,3252,17847,17517,7660,23397,20641,21759,preheat
22378,3269,17843,17532,7663,23378,20659,21914,preheat
22402,3240,17834,17528,7668,23394,20650,21911,preheat
22388,3250,17845,17529,7670,23349,20626,21910,preheat
22377,3236,17847,17540,7668,23376,20639,21912,preheat
22359,3233,17844,17531,7673,23369,20638,21917,preheat
22366,3254,17876,17569,7674,23354,20657,21894,preheat
22408,3243,17843,17523,7658,23422,20644,21755,preheat
22360,3249,17832,17525,7663,23354,20639,21913,preheat
22432,3229,17845,17535,7663,23390,20639,21915,preheat
22452,3233,17897,17567,7822,23458,20675,21968,preheat
22437,3235,17861,17570,7672,23383,20668,21922,preheat
22401,3246,17860,17546,7660,23393,20641,21911,preheat
22365,3239,17842,17536,7668,23354,20644,21932,preheat
22384,3249,17846,17517,7658,23387,20639,21899,preheat
22412,3249,17872,17537,7676,23432,20630,21909,preheat
22379,3253,17817,17514,7656,23383,20632,21896,preheat
22383,3268,17834,17524,7658,23393,20630,21899,preheat
22387,3261,17823,17533,7657,23365,20638,21920,preheat
22370,3245,17827,17530,7664,23370,20650,21915,preheat
22407,3226,17860,17554,7673,23385,20639,21902,preheat
22367,3232,17840,17509,7652,23396,20622,21759,preheat
22390,3235,17819,17501,7656,23410,20635,21896,preheat
22411,3237,17829,17536,7659,23377,20619,21755,preheat
22364,3236,17836,17511,7648,23370,20626,21910,preheat
22395,3241,17832,17523,7651,23348,20624,21898,preheat
22356,3237,17839,17530,7653,23375,20479,21901,preheat
22351,3247,17844,17502,7649,23413,20632,21749,preheat
22380,3244,17811,17506,7644,23391,20479,21747,preheat
22386,3265,17831,17504,7651,23373,20621,21896,preheat
22412,3243,17823,17532,7642,23398,20611,21888,preheat
22386,3244,17817,17502,7655,23358,20611,21915,preheat
22374,3233,17810,17516,7641,23375,20625,21888,preheat
22348,3231,17818,17501,7647,23388,20466,21745,preheat
22364,3237,17829,17503,7643,23353,20608,21743,preheat
22397,3264,17818,17508,7641,23401,20619,21741,preheat
22376,3238,17815,17499,7639,23367,20459,21898,preheat
22374,3250,17807,17515,7636,23365,20617,21747,preheat
22365,3232,17839,17481,7642,23392,20465,21752,preheat
22351,3263,17814,17495,7638,23355,20463,21748,preheat
22384,3253,17813,17510,7639,23412,20614,21750,preheat
22375,3229,17822,17504,7633,23372,20612,21747,preheat
22377,3270,17802,17492,7635,23371,20611,21888,preheat
22379,3243,17818,17455,7644,23370,20450,21903,preheat
22369,3239,17799,17509,7637,23380,20462,21754,preheat
22356,3246,17820,17483,7635,23369,20457,21742,preheat
22351,3245,17817,17511,7633,23343,20465,21733,preheat
22365,3227,17815,17492,7631,23388,20473,21743,preheat
22373,3262,17780,17472,7631,23418,20479,21756,preheat
22383,3256,17799,17507,7628,23355,20445,21743,preheat
22366,3235,17828,17479,7631,23371,20453,21746,preheat
22349,3260,17814,17505,7641,23348,20459,21740,preheat
22376,3261,17822,17499,7623,23367,20461,21730,preheat
22358,3260,17793,17479,7628,23395,20475,21747,preheat
22380,3231,17777,17482,7628,23371,20453,21750,preheat
22376,3271,17807,17480,7634,23373,20436,21735,preheat
22353,3246,17802,17486,7629,23378,20446,21734,preheat
22366,3247,17815,17506,7623,23377,20476,21744,preheat
22343,3232,17791,17483,7623,23379,20472,21732,preheat
22386,3243,17781,17480,7617,23374,20449,21739,preheat
22353,3237,17798,17477,7626,23389,20465,21891,preheat
22366,3236,17792,17483,7619,23390,20445,21727,preheat
22373,3245,17830,17494,7625,23355,20443,21741,preheat
22355,3242,17814,17487,7623,23365,20459,21722,preheat
22374,3235,17791,17491,7618,23394,20454,21751,preheat
22372,3242,17796,17486,7628,23390,20451,21749,preheat
22374,3233,17800,17483,7625,23359,20432,21731,preheat
22346,3233,17817,17483,7619,23377,20443,21734,preheat
22347,3270,17790,17471,7616,23371,20454,21719,preheat
22394,3232,17783,17474,7615,23382,20446,21726,preheat
22376,3245,17802,17490,7617,23362,20431,21735,preheat
22351,3230,17779,17482,7620,23325,20429,21728,preheat
22349,3240,17812,17489,7617,23404,20433,21740,preheat
22345,3263,17781,17455,7613,23388,20448,21743,preheat
22383,3261,17758,17473,7619,23371,20424,21707,preheat
22354,3250,17786,17487,7612,23351,20430,21735,preheat
22347,3234,17801,17490,7612,23347,20439,21730,preheat
22354,3232,17783,17464,7612,23376,20441,21738,preheat
22365,3245,17796,17432,7609,23392,20407,21709,preheat
22361,3234,17774,17457,7609,23348,20416,21725,preheat
22364,3236,17782,17480,7601,23348,20416,21698,preheat
22347,3243,17773,17449,7607,23422,20443,21734,preheat
22359,3243,17757,17479,7605,23358,20425,21732,preheat
22372,3223,17786,17484,7623,23372,20441,21745,preheat
22325,3271,17801,17454,7614,23374,20415,21702,preheat
22339,3234,17777,17457,7599,23369,20416,21712,preheat
22380,3243,17775,17444,7594,23379,20401,21705,preheat
22348,3253,17758,17487,7601,23346,20418,21720,preheat
22336,3243,17775,17460,7601,23370,20410,21710,preheat
22371,3236,17775,17447,7608,23361,20414,21706,preheat
22365,3230,17774,17463,7602,23392,20409,21725,preheat
22349,3268,17774,17436,7593,23414,20401,21699,preheat
22346,3246,17756,17455,7603,23338,20414,21704,preheat
22373,3236,17789,17485,7593,23353,20403,21695,preheat
22341,3243,17765,17420,7594,23349,20410,21702,preheat
22366,3233,17767,17461,7598,23366,20409,21719,preheat
22349,3267,17789,17438,7593,23374,20389,21706,preheat
22340,3241,17746,17443,7594,23367,20395,21699,preheat
22359,3259,17780,17453,7591,23356,20381,21686,preheat
22342,3233,17769,17435,7589,23364,20407,21695,preheat
22352,3233,17748,17452,7592,23378,20407,21713,preheat
22389,3232,17783,17432,7594,23378,20399,21701,preheat
22327,3232,17755,17453,7611,23389,20401,21693,preheat
22335,3232,17773,17445,7589,23352,20383,21687,preheat
22333,3241,17768,17447,7589,23341,20405,21698,preheat
22340,3235,17753,17457,7588,23377,20398,21700,preheat
22364,3233,17761,17425,7587,23362,20402,21714,preheat
22348,3241,17756,17439,7588,23370,20386,21682,preheat
22327,3246,17765,17423,7587,23369,20389,21707,preheat
22346,3233,17751,17438,7582,23334,20397,21686,preheat
22369,3241,17750,17447,7579,23353,20377,21674,preheat
22321,3242,17751,17427,7585,23357,20392,21705,preheat
22373,3250,17732,17414,7584,23349,20382,21679,preheat
22348,3227,17772,17442,7585,23383,20373,21702,preheat
22335,3233,17756,17425,7589,23365,20392,21696,preheat
22348,3249,17755,17459,7594,23365,20385,21690,preheat
22358,3240,17787,17465,7579,23370,20392,21701,preheat
22352,3242,17746,17418,7577,23386,20400,21711,preheat
22378,3243,17741,17415,7585,23368,20371,21697,preheat
22351,3249,17755,17431,7578,23378,20389,21704,preheat
22334,3237,17761,17429,7594,23367,20376,21697,preheat
22336,3243,17771,17456,7578,23363,20390,21695,preheat
22350,3253,17756,17440,7572,23401,20388,21683,preheat
22339,3249,17739,17432,7585,23359,20388,21696,preheat
22362,3228,17747,17433,7580,23384,20379,21683,preheat
22337,3238,17756,17402,7590,23366,20358,21686,preheat
22348,3251,17748,17451,7574,23342,20378,21692,preheat
22349,3247,17761,17450,7577,23389,20393,21691,preheat
22336,3229,17739,17434,7572,23351,20376,21683,preheat
22354,3243,17745,17431,7582,23378,20377,21675,preheat
22338,3235,17741,17413,7581,23396,20362,21685,preheat
22350,3243,17732,17430,7566,23349,20368,21678,preheat
22358,3243,17764,17424,7581,23395,20380,21704,preheat
22356,3233,17745,17451,7585,23371,20382,21703,preheat
22336,3230,17759,17435,7574,23371,20359,21681,preheat
22317,3243,17762,17417,7577,23366,20366,21678,preheat
22345,3233,17742,17432,7568,23371,20369,21676,preheat
22326,3238,17741,17416,7567,23388,20374,21693,preheat
22342,3232,17706,17415,7564,23359,20355,21681,preheat
22371,3269,17767,17412,7577,23394,20360,21692,preheat
22343,3240,17723,17414,7582,23383,20359,21667,preheat
22353,3268,17759,17430,7571,23343,20356,21683,preheat
22331,3234,17749,17426,7567,23322,20365,21692,preheat
