adc_mq135,adc_mq136,adc_mq137,adc_mq138,adc_mq2,adc_mq3,adc_tgs822,adc_tgs2620,status
23896,3230,19976,20103,11202,24175,23716,23724,preheat
23892,3220,19977,20093,11196,24197,23718,23724,preheat
23905,3243,19986,20088,11201,24188,23709,23725,preheat
23888,3230,19976,20110,11200,24183,23728,23721,preheat
23919,3220,19973,20097,11199,24191,23704,23710,preheat
23903,3218,20000,20107,11199,24174,23707,23730,preheat
23899,3218,19978,20111,11194,24177,23718,23732,preheat
23915,3222,19976,20091,11191,24187,23720,23718,preheat
23895,3257,19996,20107,11193,24189,23699,23707,preheat
23899,3246,19979,20088,11199,24192,23708,23730,preheat
23905,3222,19971,20099,11191,24174,23716,23724,preheat
23902,3234,19981,20096,11186,24203,23707,23717,preheat
23924,3223,19971,20067,11194,24195,23702,23719,preheat
23896,3226,19978,20089,11194,24167,23705,23718,preheat
23885,3229,19984,20085,11184,24204,23710,23721,preheat
23899,3230,19992,20074,11192,24186,23698,23729,preheat
23895,3237,19989,20109,11188,24194,23717,23712,preheat
23947,3227,19966,20097,11189,24187,23703,23712,preheat
23901,3226,20013,20091,11191,24178,23702,23715,preheat
23889,3220,19969,20091,11187,24173,23716,23729,preheat
23901,3256,19973,20093,11180,24201,23716,23714,preheat
23922,3222,19986,20090,11186,24187,23695,23714,preheat
23901,3230,19986,20082,11187,24192,23711,23722,preheat
23913,3235,19969,20103,11182,24181,23711,23730,preheat
23899,3222,19986,20090,11171,24216,23707,23712,preheat
23912,3236,19963,20067,11188,24186,23702,23728,preheat
23892,3223,19969,20083,11183,24177,23705,23717,preheat
23917,3229,19971,20083,11181,24221,23707,23720,preheat
23906,3231,19989,20063,11179,24193,23700,23732,preheat
23884,3230,19964,20096,11178,24176,23715,23719,preheat
23920,3237,19971,20076,11178,24216,23693,23702,preheat
23890,3219,19990,20098,11180,24171,23698,23722,preheat
23875,3219,19987,20082,11177,24171,23715,23722,preheat
23908,3226,19961,20070,11171,24214,23712,23713,preheat
23907,3219,20016,20077,11175,24197,23695,23709,preheat
23904,3237,19957,20088,11179,24189,23709,23731,preheat
23914,3222,19952,20085,11172,24189,23710,23717,preheat
23888,3244,19990,20076,11168,24217,23697,23712,preheat
23897,3222,19982,20069,11174,24193,23704,23720,preheat
23926,3244,19951,20104,11175,24188,23700,23721,preheat
23898,3221,19984,20085,11165,24207,23697,23703,preheat
23891,3246,19976,20062,11173,24206,23690,23723,preheat
23914,3235,19959,20109,11165,24181,23707,23714,preheat
23906,3227,19983,20070,11165,24226,23691,23701,preheat
23912,3230,19977,20065,11169,24208,23696,23727,preheat
23907,3237,19976,20106,11169,24176,23704,23719,preheat
23916,3219,19975,20067,11161,24202,23709,23713,preheat
23900,3228,19973,20073,11168,24194,23695,23724,preheat
23886,3222,19985,20086,11162,24177,23703,23717,preheat
23928,3237,19974,20074,11162,24207,23698,23712,preheat
23914,3231,19986,20065,11166,24209,23697,23723,preheat
23887,3232,19975,20069,11164,24172,23709,23718,preheat
23894,3222,19948,20074,11160,24217,23690,23696,preheat
23907,3214,19995,20063,11167,24186,23684,23719,preheat
23894,3237,19965,20091,11160,24179,23713,23728,preheat
23928,3252,19951,20067,11159,24193,23700,23705,preheat
23912,3226,19983,20074,11158,24202,23690,23704,preheat
23891,3222,19957,20062,11165,24201,23695,23717,preheat
23903,3227,19960,20068,11153,24184,23702,23719,preheat
23908,3233,19982,20074,11152,24221,23690,23706,preheat
23882,3220,19957,20047,11156,24202,23696,23714,preheat
23910,3229,19966,20093,11163,24194,23689,23713,preheat
23908,3235,19974,20069,11151,24177,23692,23713,preheat
23913,3244,19967,20049,11159,24197,23688,23722,preheat
23907,3229,19962,20085,11155,24184,23704,23709,preheat
23926,3227,19952,20060,11155,24229,23689,23701,preheat
23894,3214,19984,20074,11158,24194,23684,23716,preheat
23880,3222,19957,20059,11150,24190,23698,23716,preheat
23938,3227,19955,20049,11143,24215,23689,23700,preheat
23900,3219,19959,20047,11153,24202,23682,23711,preheat
23885,3220,19957,20054,11153,24176,23702,23716,preheat
23903,3237,19941,20057,11146,24211,23688,23709,preheat
23886,3222,19950,20052,11147,24188,23681,23706,preheat
23879,3229,19932,20062,11150,24176,23700,23715,preheat
23915,3251,19930,20048,11143,24192,23683,23696,preheat
23896,3227,19962,20067,11148,24176,23681,23707,preheat
23881,3229,19954,20040,11145,24203,23696,23715,preheat
23904,3230,19926,20041,11139,24180,23690,23702,preheat
23889,3239,19955,20063,11142,24185,23542,23694,preheat
23866,3244,19940,20058,11146,24181,23691,23711,preheat
23909,3221,19933,20035,11137,24193,23688,23709,preheat
23902,3234,19956,20052,11006,24206,23684,23698,preheat
23877,3237,19947,20031,11141,24194,23683,23702,preheat
23901,3220,19932,20057,11142,24178,23687,23703,preheat
23887,3239,19954,20049,11005,24180,23546,23698,preheat
23889,3224,19929,20034,11144,24179,23682,23717,preheat
23885,3236,19940,20059,11140,24181,23690,23697,preheat
23914,3229,19950,20059,11004,24204,23681,23696,preheat
23887,3223,19942,20041,11138,24184,23542,23707,preheat
23877,3216,19944,20038,11004,24161,23691,23704,preheat
23881,3229,19940,20025,11003,24188,23686,23692,preheat
23895,3219,19926,20027,11137,24175,23551,23712,preheat
23862,3217,19960,20039,11005,24186,23682,23694,preheat
23887,3230,19933,20050,11001,24191,23691,23701,preheat
23878,3227,19957,20024,11005,24183,23680,23709,preheat
23864,3245,19939,20030,11003,24173,23694,23699,preheat
23897,3230,19927,20034,11000,24191,23550,23690,preheat
23892,3238,19939,20046,11005,24162,23549,23705,preheat
23868,3240,19940,20049,11003,24164,23684,23704,preheat
23888,3234,19924,20024,10996,24183,23685,23689,preheat
23875,3235,19963,20028,11000,24183,23543,23700,preheat
23886,3229,19936,20036,10998,24165,23693,23704,preheat
23877,3254,19929,20044,10994,24186,23681,23694,preheat
23882,3257,19941,20035,10999,24176,23550,23699,preheat
23863,3252,19942,20022,11003,24178,23687,23697,preheat
23895,3244,19917,20025,10997,24177,23687,23692,preheat
23861,3220,19932,20030,10996,24177,23532,23684,preheat
23867,3226,19940,20020,10996,24183,23683,23710,preheat
23892,3223,19928,20030,10993,24199,23683,23693,preheat
23880,3230,19931,20023,10993,24171,23546,23685,preheat
23861,3214,19943,20009,10999,24184,23541,23702,preheat
23896,3236,19929,20035,10990,24168,23684,23706,preheat
23876,3229,19941,20017,10989,24184,23542,23690,preheat
23884,3237,19927,20013,10994,24186,23684,23702,preheat
23874,3220,19926,20022,10993,24183,23545,23697,preheat
23874,3228,19937,20023,10983,24175,23545,23697,preheat
23863,3231,19937,20004,10991,24186,23538,23703,preheat
23881,3233,19908,20021,10987,24170,23690,23698,preheat
23872,3223,19932,20014,10988,24206,23542,23805,preheat
23866,3237,19916,20012,10993,24179,23537,23712,preheat
23874,3229,19931,20042,10987,24156,23547,23700,preheat
23884,3236,19933,20010,10982,24183,23688,23694,preheat
23870,3236,19937,20011,10993,24182,23537,23701,preheat
23876,3222,19912,20031,10988,24162,23682,23700,preheat
23866,3258,19926,20008,10983,24210,23546,23689,preheat
23887,3223,19923,20009,10990,24184,23549,23710,preheat
23864,3254,19941,20015,10986,24184,23681,23693,preheat
23891,3246,19901,20016,10981,24198,23538,23686,preheat
23873,3229,19934,20005,10989,24172,23536,23694,preheat
23855,3221,19923,20029,10979,24159,23686,23707,preheat
23894,3220,19911,20013,10978,24190,23546,23680,preheat
23893,3238,19928,20009,10986,24182,23544,23694,preheat
23882,3231,19927,20012,10987,24179,23681,23701,preheat
23903,3243,19920,20034,10977,24174,23681,23708,preheat
23882,3219,19942,20019,10975,24211,23538,23686,preheat
23896,3218,19919,20009,10985,24195,23540,23699,preheat
23896,3222,19922,20011,10978,24186,23548,23700,preheat
23886,3228,19927,20027,10970,24208,23536,23692,preheat
23869,3237,19930,20009,10980,24199,23533,23700,preheat
23876,3217,19920,20041,10979,24196,23680,23692,preheat
23888,3232,19933,20023,10971,24190,23543,23683,preheat
23893,3256,19924,20006,10981,24205,23533,23701,preheat
23881,3216,19910,20006,10972,24175,23550,23705,preheat
23890,3238,19926,20013,10966,24197,23539,23688,preheat
23878,3216,19921,20005,10973,24197,23541,23702,preheat
23878,3254,19920,20016,10977,24193,23541,23691,preheat
23901,3220,19927,20017,10968,24216,23546,23693,preheat
23891,3221,19933,20015,10976,24188,23536,23708,preheat
23872,3231,19930,20006,10975,24210,23551,23690,preheat
23868,3221,19921,20013,10969,24227,23537,23680,preheat
23897,3230,19913,19996,10974,24186,23531,23698,preheat
23858,3254,19925,20021,10966,24200,23545,23703,preheat
23925,3230,19914,20002,10962,24193,23546,23684,preheat
23888,3228,19915,20006,10972,24186,23531,23691,preheat
23900,3221,19914,20014,10968,24215,23682,23700,preheat
23884,3216,19901,20010,10967,24198,23536,23686,preheat
23895,3222,19955,20012,10966,24188,23538,23696,preheat
23896,3228,19916,20005,10970,24181,23547,23691,preheat
23886,3229,19901,20024,10961,24194,23539,23691,preheat
23881,3242,19950,20005,10965,24207,23524,23686,preheat
23888,3226,19911,20003,10965,24191,23538,23701,preheat
23889,3228,19896,20019,10959,24179,23541,23689,preheat
23886,3213,19930,20000,10958,24195,23529,23803,preheat
23861,3226,19918,19996,10969,24181,23533,23697,preheat
23893,3220,19897,20011,10961,24172,23539,23692,preheat
23887,3222,19919,19992,10952,24208,23529,23807,preheat
23887,3228,19897,19985,10960,24184,23526,23687,preheat
23889,3237,19885,20015,10966,24172,23535,23691,preheat
23869,3221,19904,20000,10954,24198,23524,23803,preheat
23870,3235,19906,19989,10959,24184,23523,23694,preheat
23867,3245,19907,20004,10961,24158,23533,23685,preheat
23873,3222,19901,19996,10959,24203,23532,23681,preheat
23870,3231,19907,19985,10962,24178,23515,23691,preheat
23870,3230,19889,19998,10955,24147,23541,23692,preheat
23890,3229,19898,19978,10950,24193,23536,23684,preheat
23876,3258,19895,19980,10958,24184,23529,23693,preheat
23862,3226,19907,19982,10956,24179,23530,23807,preheat
23887,3247,19890,19987,10952,24179,23535,23687,preheat
23875,3230,19923,19978,10958,24187,23519,23694,preheat
23877,3214,19879,19981,10950,24163,23535,23805,preheat
23872,3244,19907,19980,10951,24201,23517,23801,preheat
23888,3220,19899,19975,10952,24165,23527,23693,preheat
23844,3230,19914,19997,10953,24186,23529,23688,preheat
23904,3236,19883,19980,10944,24186,23530,23680,preheat
23856,3221,19903,19969,10955,24203,23515,23807,preheat
23856,3237,19899,19984,10947,24179,23541,23693,preheat
23895,3229,19883,19993,10946,24199,23516,23803,preheat
23889,3245,19931,20004,10940,24203,23518,23682,preheat
23867,3216,19898,19971,10949,24213,23525,23683,preheat
23876,3222,19902,20002,10943,24179,23528,23688,preheat
23864,3236,19908,19989,10939,24194,23509,23805,preheat
23881,3218,19899,19974,10943,24197,23513,23694,preheat
23883,3220,19900,20006,10943,24197,23527,23683,preheat
23884,3257,19899,19995,10933,24235,23522,23803,preheat
23903,3236,19887,19973,10944,24198,23506,23691,preheat
23866,3222,19900,20005,10931,24179,23526,23692,preheat
23894,3257,19900,19987,10934,24204,23515,23681,preheat
23874,3218,19890,19963,10938,24201,23519,23695,preheat
23873,3227,19873,19991,10945,24169,23520,23685,preheat
23882,3234,19906,19979,10938,24194,23520,23682,preheat
23869,3227,19883,19964,10944,24188,23510,23697,preheat
23857,3235,19904,19979,10935,24168,23527,23804,preheat
23872,3220,19878,19988,10935,24204,23521,23799,preheat
23863,3227,19884,19966,10939,24194,23500,23687,preheat
23870,3223,19874,19993,10932,24150,23522,23686,preheat
23857,3228,19888,19956,10930,24188,23521,23804,preheat
23886,3228,19892,19948,10933,24169,23505,23692,preheat
23835,3237,19898,19964,10936,24165,23517,23806,preheat
23880,3236,19892,19962,10930,24194,23515,23806,preheat
23866,3228,19890,19950,10932,24178,23503,23690,preheat
23847,3219,19890,19984,10929,24175,23521,23683,preheat
23872,3228,19879,19958,10930,24217,23502,23793,preheat
23860,3228,19880,19977,10932,24172,23506,23688,preheat
23856,3239,19892,19967,10928,24175,23519,23688,preheat
23873,3230,19879,19955,10923,24192,23522,23805,preheat
23881,3243,19927,19960,10932,24190,23508,23807,preheat
23853,3228,19897,19982,10928,24173,23530,23688,preheat
23896,3221,19875,19963,10922,24187,23513,23803,preheat
23876,3225,19907,19989,10926,24209,23515,23682,preheat
23873,3220,19881,19967,10930,24179,23523,23684,preheat
23887,3220,19865,19981,10920,24188,23518,23799,preheat
23856,3226,19886,19994,10924,24205,23494,23804,preheat
23839,3228,19889,19962,10924,24189,23524,23690,preheat
23875,3234,19875,19977,10923,24187,23520,23687,preheat
23873,3244,19886,19970,10921,24210,23508,23793,preheat
23854,3221,19872,19975,10927,24209,23512,23690,preheat
23867,3228,19863,19988,10920,24193,23523,23682,preheat
23873,3221,19879,19977,10917,24187,23504,23680,preheat
23850,3244,19864,19958,10923,24209,23519,23804,preheat
23892,3236,19864,19967,10923,24176,23517,23691,preheat
23848,3229,19885,19967,10915,24215,23507,23798,preheat
23848,3227,19872,19971,10924,24182,23508,23696,preheat
23858,3231,19867,19962,10914,24188,23526,23807,preheat
23876,3220,19878,19975,10916,24183,23508,23802,preheat
23855,3218,19875,19951,10921,24195,23519,23806,preheat
23882,3226,19858,19989,10920,24185,23511,23683,preheat
23848,3236,19891,19958,10913,24200,23510,23796,preheat
23853,3220,19868,19958,10918,24202,23516,23689,preheat
23874,3217,19863,19949,10912,24193,23512,23800,preheat
23848,3228,19876,19956,10913,24172,23498,23800,preheat
23840,3228,19871,19950,10915,24204,23517,23684,preheat
23876,3222,19850,19956,10913,24183,23516,23683,preheat
23853,3218,19874,19954,10906,24212,23504,23792,preheat
23850,3227,19862,19954,10918,24176,23511,23684,preheat
23863,3230,19853,19954,10903,24177,23518,23801,preheat
23850,3223,19871,19950,10913,24171,23503,23805,preheat
23857,3219,19866,19939,10913,24205,23519,23799,preheat
23867,3227,19842,19952,10911,24183,23512,23799,preheat
23848,3229,19883,19952,10914,24181,23497,23788,preheat
23855,3254,19880,19952,10910,24182,23510,23687,preheat
23863,3215,19879,19944,10906,24179,23509,23794,preheat
23874,3244,19868,19958,10906,24187,23499,23802,preheat
23862,3223,19877,19942,10908,24183,23513,23802,preheat
23901,3237,19858,19965,10900,24192,23512,23806,preheat
23873,3243,19863,19949,10902,24213,23498,23794,preheat
23859,3228,19859,19950,10909,24194,23519,23803,preheat
23883,3226,19857,19954,10905,24196,23509,23795,preheat
23860,3223,19875,19959,10904,24184,23490,23784,preheat
23865,3228,19862,19935,10906,24175,23509,23680,preheat
23859,3221,19847,19936,10902,24176,23513,23798,preheat
23854,3230,19856,19946,10899,24188,23501,23783,preheat
23860,3218,19857,19927,10911,24178,23502,23800,preheat
23860,3220,19855,19954,10903,24164,23518,23805,preheat
23850,3219,19874,19939,10898,24182,23501,23789,preheat
23860,3247,19842,19919,10903,24184,23510,23801,preheat
23857,3228,19847,19950,10905,24189,23505,23790,preheat
23865,3216,19863,19956,10896,24184,23503,23802,preheat
23843,3235,19858,19922,10904,24184,23495,23805,preheat
23874,3241,19859,19950,10896,24172,23522,23806,preheat
23886,3228,19875,19946,10889,24187,23492,23791,preheat
23859,3221,19867,19937,10900,24202,23501,23685,preheat
23865,3224,19839,19966,10897,24196,23501,23806,preheat
23856,3222,19861,19945,10888,24187,23502,23805,preheat
23857,3225,19859,19931,10900,24205,23501,23805,preheat
23862,3220,19846,19939,10896,24199,23505,23806,preheat
23855,3222,19864,19943,10894,24172,23487,23788,preheat
23850,3220,19868,19942,10896,24179,23506,23806,preheat
23879,3227,19848,19942,10892,24189,23506,23802,preheat
23847,3226,19871,19936,10885,24208,23493,23783,preheat
23855,3225,19837,19924,10898,24171,23495,23798,preheat
23849,3234,19855,19925,10889,24179,23499,23793,preheat
23864,3219,19865,19941,10887,24188,23493,23792,preheat
23842,3224,19859,19918,10894,24192,23495,23791,preheat
23866,3226,19838,19936,10889,24192,23503,23802,preheat
23864,3228,19861,19924,10884,24191,23477,23794,preheat
23857,3220,19845,19918,10887,24168,23497,23680,preheat
23859,3229,19839,19942,10882,24186,23503,23796,preheat
23858,3217,19854,19925,11005,24203,23486,23780,preheat
23862,3236,19846,19913,10892,24186,23487,23797,preheat
23859,3221,19851,19953,10880,24193,23503,23801,preheat
23858,3237,19856,19942,10881,24187,23486,23793,preheat
23863,3228,19841,19931,10882,24199,23497,23796,preheat
23872,3227,19824,19953,10888,24171,23489,23796,preheat
23848,3228,19853,19940,10882,24191,23483,23785,preheat
23841,3228,19851,19935,10882,24184,23492,23684,preheat
23858,3228,19837,19942,11003,24179,23505,23787,preheat
23866,3228,19859,19925,10882,24179,23478,23788,preheat
23849,3235,19854,19920,10880,24185,23502,23794,preheat
23874,3228,19826,19928,11006,24166,23490,23796,preheat
23839,3243,19866,19914,10880,24200,23489,23799,preheat
23850,3245,19823,19931,10883,24167,23508,23800,preheat
23875,3216,19819,19915,11002,24216,23488,23778,preheat
23838,3220,19845,19918,10889,24153,23485,23803,preheat
23820,3216,19830,19911,11001,24184,23501,23793,preheat
23860,3222,19815,19922,10999,24171,23492,23787,preheat
23838,3242,19832,19891,10884,24172,23490,23786,preheat
23835,3227,19843,19919,10882,24168,23499,23805,preheat
23856,3226,19830,19918,11002,24194,23490,23778,preheat
23843,3252,19847,19907,11007,24168,23490,23683,preheat
23830,3250,19829,19920,10999,24198,23500,23784,preheat
23859,3225,19823,19933,11002,24167,23488,23785,preheat
23843,3230,19833,19905,11002,24173,23481,23789,preheat
23823,3229,19845,19943,10998,24153,23498,23802,preheat
23854,3227,19835,19898,10997,24193,23497,23783,preheat
23855,3230,19827,19901,11004,24173,23489,23803,preheat
23828,3239,19834,19909,10999,24161,23496,23787,preheat
23855,3228,19821,19911,10999,24170,23486,23791,preheat
23841,3242,19832,19905,11000,24172,23484,23800,preheat
23836,3229,19826,19924,11001,24169,23493,23791,preheat
23860,3217,19826,19905,10994,24205,23490,23773,preheat
23858,3242,19835,19928,11004,24171,23476,23800,preheat
23828,3229,19849,19909,10991,24163,23494,23787,preheat
23852,3221,19828,19911,10994,24191,23495,23796,preheat
23851,3229,19822,19893,10997,24190,23481,23788,preheat
23838,3220,19824,19920,10993,24165,23490,23792,preheat
23861,3237,19814,19900,10989,24195,23491,23777,preheat
23842,3243,19841,19902,10996,24173,23481,23806,preheat
23819,3256,19824,19912,10992,24193,23492,23778,preheat
23847,3222,19812,19907,10990,24196,23484,23782,preheat
23849,3230,19827,19887,10995,24183,23483,23784,preheat
23822,3229,19828,19934,10989,24141,23492,23795,preheat
23851,3229,19827,19890,10989,24197,23490,23779,preheat
23848,3235,19810,19906,10990,24163,23479,23792,preheat
23832,3227,19832,19896,10987,24165,23492,23779,preheat
23847,3217,19807,19899,10988,24186,23481,23782,preheat
23837,3210,19830,19898,10990,24196,23479,23788,preheat
23826,3226,19822,19915,10989,24180,23499,23790,preheat
23857,3231,19803,19904,10984,24197,23477,23774,preheat
23845,3252,19828,19912,10992,24159,23476,23796,preheat
23827,3227,19819,19908,10985,24187,23489,23785,preheat
23865,3227,19804,19908,10979,24178,23483,23784,preheat
23861,3248,19820,19906,10983,24183,23484,23788,preheat
23868,3241,19832,19915,10986,24176,23491,23792,preheat
23882,3236,19812,19918,10976,24213,23485,23780,preheat
23863,3227,19820,19893,10986,24200,23468,23793,preheat
23850,3220,19831,19910,10984,24204,23501,23787,preheat
23900,3236,19812,19904,10978,24210,23468,23772,preheat
23848,3225,19852,19897,10987,24187,23467,23787,preheat
23828,3237,19821,19904,10980,24163,23486,23789,preheat
23866,3221,19804,19913,10972,24175,23484,23781,preheat
23847,3229,19839,19886,10981,24194,23475,23793,preheat
23840,3216,19829,19892,10984,24157,23482,23793,preheat
23861,3246,19812,19883,10979,24197,23476,23777,preheat
23845,3222,19832,19888,10985,24163,23475,23797,preheat
23833,3223,19825,19895,10980,24163,23489,23784,preheat
23881,3229,19793,19901,10976,24181,23469,23771,preheat
23833,3222,19834,19903,10985,24177,23471,23785,preheat
23833,3227,19818,19909,10981,24162,23480,23794,preheat
23850,3252,19805,19890,10970,24185,23482,23782,preheat
23867,3221,19821,19907,10978,24178,23471,23788,preheat
23849,3244,19832,19898,10977,24179,23491,23793,preheat
23849,3228,19803,19900,10974,24185,23474,23777,preheat
23851,3239,19829,19912,10969,24185,23472,23786,preheat
23837,3244,19817,19897,10979,24197,23483,23785,preheat
23867,3223,19815,19908,10968,24202,23476,23776,preheat
23848,3220,19814,19898,10974,24185,23464,23779,preheat
23837,3250,19832,19908,10968,24174,23484,23795,preheat
23863,3222,19801,19894,10969,24208,23472,23775,preheat
23850,3228,19817,19892,10971,24194,23478,23787,preheat
23850,3220,19820,19899,10974,24186,23478,23786,preheat
23842,3229,19810,19903,10964,24180,23479,23781,preheat
23859,3242,19817,19882,10975,24196,23465,23789,preheat
23851,3222,19814,19914,10968,24166,23492,23781,preheat
23876,3228,19816,19878,10974,24224,23465,23763,preheat
23846,3223,19812,19901,10972,24177,23467,23789,preheat
23828,3245,19810,19888,10968,24167,23474,23777,preheat
23846,3230,19821,19883,10961,24185,23481,23779,preheat
23848,3227,19829,19881,10971,24197,23465,23782,preheat
23826,3228,19826,19894,10962,24169,23481,23788,preheat
23868,3235,19815,19888,10967,24200,23462,23769,preheat
23848,3234,19847,19880,10966,24189,23477,23794,preheat
23826,3221,19811,19881,10965,24168,23475,23775,preheat
23846,3228,19812,19872,10959,24179,23473,23767,preheat
23833,3239,19812,19881,10973,24167,23459,23776,preheat
23819,3212,19822,19877,10962,24160,23484,23786,preheat
23877,3232,19804,19869,10961,24193,23469,23768,preheat
23847,3237,19809,19868,10962,24179,23480,23782,preheat
23835,3230,19818,19870,10972,24177,23477,23781,preheat
23851,3221,19786,19872,10959,24172,23478,23777,preheat
23828,3221,19820,19881,10961,24184,23460,23768,preheat
23817,3255,19789,19865,10964,24164,23482,23783,preheat
23847,3245,19791,19890,10955,24171,23462,23768,preheat
23840,3221,19797,19875,10958,24159,23461,23763,preheat
23827,3230,19803,19855,10962,24177,23471,23783,preheat
23846,3219,19788,19888,10955,24159,23485,23777,preheat
23855,3226,19796,19873,10949,24186,23471,23758,preheat
23860,3227,19803,19863,10960,24166,23459,23786,preheat
23849,3230,19800,19896,10951,24158,23476,23772,preheat
23856,3245,19808,19873,10950,24193,23473,23772,preheat
23857,3218,19794,19870,10958,24177,23466,23782,preheat
23848,3238,19809,19888,10957,24175,23471,23775,preheat
23837,3229,19805,19873,10952,24203,23472,23766,preheat
23845,3219,19806,19871,10959,24172,23462,23784,preheat
23838,3230,19813,19876,10953,24176,23477,23766,preheat
23872,3222,19801,19872,10950,24189,23464,23764,preheat
23852,3226,19813,19849,10957,24187,23461,23783,preheat
23830,3240,19813,19877,10952,24151,23475,23773,preheat
23871,3245,19799,19864,10945,24175,23474,23770,preheat
23851,3241,19811,19856,10955,24177,23468,23782,preheat
23847,3235,19808,19879,10948,24186,23478,23771,preheat
23857,3235,19799,19870,10952,24188,23466,23766,preheat
23849,3220,19802,19869,10948,24177,23468,23783,preheat
23821,3237,19803,19872,10949,24183,23477,23770,preheat
23890,3238,19785,19871,10946,24192,23463,23757,preheat
23844,3228,19799,19863,10949,24170,23456,23771,preheat
23836,3245,19811,19879,10942,24181,23474,23778,preheat
23868,3250,19781,19872,10942,24169,23474,23766,preheat
23870,3238,19834,19883,10946,24204,23464,23769,preheat
23823,3224,19798,19874,10945,24190,23469,23782,preheat
23866,3228,19778,19864,10942,24195,23468,23775,preheat
23862,3255,19823,19866,10940,24204,23454,23767,preheat
23843,3244,19797,19862,10947,24169,23468,23782,preheat
23858,3222,19795,19862,10942,24189,23462,23767,preheat
23831,3220,19787,19875,10942,24182,23458,23766,preheat
23824,3231,19786,19854,10941,24173,23461,23774,preheat
23855,3227,19785,19860,10938,24170,23478,23776,preheat
23825,3237,19807,19852,10937,24187,23460,23758,preheat
23834,3228,19790,19850,10941,24172,23454,23782,preheat
23841,3252,19785,19874,10944,24179,23465,23768,preheat
23825,3219,19788,19858,10934,24175,23457,23774,preheat
23829,3220,19781,19841,10938,24186,23462,23770,preheat
23837,3219,19771,19868,10941,24149,23457,23770,preheat
23832,3214,19795,19854,10933,24212,23458,23764,preheat
23837,3227,19798,19865,10937,24171,23455,23790,preheat
23830,3230,19805,19847,10936,24174,23462,23761,preheat
23856,3242,19781,19877,10931,24188,23464,23766,preheat
23834,3228,19797,19835,10938,24184,23441,23766,preheat
23826,3226,19792,19867,10935,24167,23462,23778,preheat
23829,3227,19811,19847,10927,24189,23460,23768,preheat
23842,3228,19797,19845,10933,24186,23456,23779,preheat
23835,3242,19788,19849,10932,24202,23460,23760,preheat
23835,3235,19797,19862,10930,24181,23459,23772,preheat
23830,3233,19807,19843,10933,24182,23444,23774,preheat
23830,3231,19799,19867,10933,24164,23470,23769,preheat
23837,3238,19774,19840,10933,24229,23453,23753,preheat
23841,3221,19782,19845,10934,24179,23448,23779,preheat
23806,3221,19797,19853,10927,24165,23462,23764,preheat
23838,3223,19769,19846,10929,24190,23454,23767,preheat
23832,3242,19792,19825,10934,24195,23450,23766,preheat
23850,3236,19784,19842,10932,24153,23466,23776,preheat
23849,3235,19778,19842,10927,24197,23456,23758,preheat
23837,3229,19796,19864,10932,24162,23458,23783,preheat
23823,3214,19779,19839,10932,24167,23474,23767,preheat
23848,3221,19762,19858,10926,24168,23454,23761,preheat
23826,3227,19791,19843,10931,24179,23450,23762,preheat
23819,3222,19778,19852,10927,24171,23468,23778,preheat
23827,3221,19760,19855,10919,24182,23469,23758,preheat
23835,3220,19794,19845,10929,24164,23451,23772,preheat
23827,3226,19769,19837,10926,24170,23465,23765,preheat
23829,3236,19773,19864,10926,24160,23465,23773,preheat
23831,3221,19793,19836,10922,24185,23455,23764,preheat
23817,3231,19763,19833,10926,24166,23458,23778,preheat
23832,3256,19761,19846,10921,24176,23458,23758,preheat
23815,3222,19787,19865,10921,24179,23441,23763,preheat
23807,3233,19773,19838,10922,24186,23460,23771,preheat
23847,3236,19764,19868,10921,24170,23458,23776,preheat
23821,3228,19773,19838,10917,24196,23451,23752,preheat
23814,3217,19759,19848,10925,24169,23450,23778,preheat
23844,3222,19764,19849,10917,24182,23458,23766,preheat
23831,3227,19777,19847,10919,24187,23439,23770,preheat
23832,3221,19761,19844,10918,24178,23460,23768,preheat
23840,3217,19760,19857,10913,24172,23440,23762,preheat
23834,3220,19782,19852,10917,24192,23441,23760,preheat
23826,3235,19781,19855,10919,24186,23450,23778,preheat
23848,3217,19760,19834,10905,24194,23461,23769,preheat
23836,3215,19785,19856,10914,24201,23433,23756,preheat
23830,3228,19773,19825,10918,24203,23453,23772,preheat
23852,3232,19764,19838,10911,24182,23444,23769,preheat
23825,3218,19785,19852,10909,24191,23442,23765,preheat
23822,3226,19777,19826,10914,24200,23446,23767,preheat
23840,3226,19745,19844,10911,24172,23450,23772,preheat
23818,3237,19782,19820,10907,24199,23440,23753,preheat
23822,3220,19767,19822,10911,24173,23438,23767,preheat
23829,3217,19773,19837,10908,24159,23446,23758,preheat
23842,3229,19755,19825,10900,24162,23447,23754,preheat
23818,3219,19752,19813,10911,24170,23435,23769,preheat
23821,3230,19771,19850,10908,24161,23446,23766,preheat
23818,3219,19765,19842,10903,24201,23450,23762,preheat
23832,3228,19783,19818,10914,24181,23439,23771,preheat
23817,3259,19771,19857,10905,24161,23458,23772,preheat
23853,3221,19747,19826,10904,24208,23442,23754,preheat
23839,3243,19777,19839,10903,24177,23439,23762,preheat
23836,3228,19766,19819,10906,24199,23445,23757,preheat
23833,3257,19756,19848,10901,24193,23445,23758,preheat
23816,3229,19775,19823,10902,24185,23427,23754,preheat
23830,3226,19757,19825,10898,24162,23437,23767,preheat
23816,3231,19757,19826,10908,24157,23446,23749,preheat
